os_id;country_id;url_id;browser;latency;age;gender;registered;date_id
MI10_14  ;LT;/                                           ;Edge      ;268;18-30;F;0;2439
IOS15_2  ;LT;/                                           ;Edge      ;649;18-30;M;0;2439
IOS15_6_1;SK;/                                           ;Edge      ;187;18-30;M;0;2439
W7       ;ZA;/news                                       ;Edge      ;265;51+  ;M;0;2439
IOS14_7  ;GB;/apis/cloud/statusIndicators/specification  ;Edge      ;301;51+  ;M;1;2439
A8_1_0   ;BA;/                                           ;Edge      ;321;51+  ;M;1;2439
IOS15_6_1;NP;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Edge      ;488;18-30;F;0;2439
IOS15_3  ;FR;/apis/onSite/pGateway/deployment            ;Edge      ;940;18-30;M;1;2439
A11      ;DE;/cookie-policy                              ;Edge      ;309;31-50;F;0;2439
MI10_15  ;IL;/security                                   ;Edge      ;198;51+  ;M;0;2439
A10      ;BA;/                                           ;Edge      ;266;18-30;F;1;2439
IOS15_5  ;BG;/apis/cloud/robot/security                  ;Edge      ;552;18-30;M;1;2439
W8_1     ;IO;/apis/onSite/pGateway/security              ;Edge      ;213;51+  ;M;0;2439
W10      ;HK;/apis/onSite/pGateway/security              ;Edge      ;657;51+  ;M;0;2439
IOS15_4_1;MA;/apis/onSite/pGateway/specification         ;Edge      ;201;51+  ;M;0;2439
IOS15_4  ;IR;/                                           ;Edge      ;599;31-50;F;1;2439
A8_1_0   ;ID;/apis/cloud/maintenanceInformation/specifica;Edge      ;342;51+  ;F;0;2439
IOS15_2  ;DK;/apis/cloud/maintenanceInformation/security ;Edge      ;504;51+  ;M;0;2439
IOS15_4_1;MY;/legal-notice                               ;Edge      ;346;51+  ;F;1;2439
IOS15_6_1;ZW;/apis/cloud/robot/specification             ;Edge      ;1002;51+  ;M;0;2439
IOS14_6  ;TH;/                                           ;Edge      ;944;51+  ;M;0;2439
MI10_13  ;GR;/sdk/mobile/myport/introduction             ;Edge      ;274;31-50;M;0;2439
W8_1     ;PK;/getting-started                            ;Edge      ;416;51+  ;F;0;2439
IOS15_6  ;NO;/sdk/mobile/myport/specification            ;Edge      ;347;18-30;M;0;2439
IOS14_6  ;MY;/apis/onSite/pGateway/introduction          ;Edge      ;182;18-30;M;1;2439
IOS14_7_1;HU;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Edge      ;465;31-50;F;0;2439
IOS14_7  ;CZ;/                                           ;Edge      ;406;18-30;M;1;2439
W10      ;KR;/apis/cloud/maintenanceInformation/security ;Edge      ;162;31-50;M;0;2439
MI10_15  ;HR;/                                           ;Edge      ;244;31-50;M;0;2439
W7       ;HR;/sdk/mobile/myport/specification            ;Edge      ;392;18-30;M;0;2439
W7       ;AR;/apis/cloud/maintenanceInformation/specifica;Edge      ;342;51+  ;M;1;2439
A9       ;DE;/                                           ;Edge      ;355;31-50;F;1;2439
IOS15_4_1;IO;/security                                   ;Edge      ;305;18-30;M;0;2439
IOS8_3   ;AT;/privacy-policy                             ;Edge      ;265;31-50;M;0;2439
IOS15_2  ;BR;/sdk/mobile/myport/introduction             ;Edge      ;373;31-50;M;1;2439
IOS14_6  ;CN;/apis/cloud/statusIndicators/specification  ;Edge      ;727;51+  ;F;1;2439
IOS15_3_1;MT;/apis/cloud/robot/specification             ;Edge      ;999;31-50;F;0;2439
A12      ;BG;/apis/cloud/maintenanceInformation/introduct;Edge      ;420;31-50;F;0;2439
A9       ;IE;/cookie-policy                              ;Edge      ;320;31-50;M;1;2439
W10      ;VE;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Edge      ;663;18-30;F;0;2439
IOS15_7  ;NZ;/                                           ;Edge      ;323;31-50;F;0;2439
IOS15_4_1;ZW;/packages                                   ;Edge      ;338;18-30;M;0;2439
IOS14_7_1;IO;/                                           ;Edge      ;339;18-30;M;0;2439
A8_0_0   ;US;/apis/cloud/robot/specification             ;Edge      ;155;51+  ;M;1;2439
IOS14_6  ;KR;/                                           ;Edge      ;276;18-30;M;0;2439
IOS11_0  ;DK;/apis/cloud/robot/specification             ;Edge      ;124;18-30;F;1;2439
W7       ;HU;/apis/cloud/statusIndicators/introduction   ;Edge      ;464;51+  ;M;0;2439
MI10_15  ;EG;/privacy-policy                             ;Edge      ;547;51+  ;M;0;2439
IOS15_2  ;IL;/apis/cloud/statusIndicators/security       ;Edge      ;252;31-50;F;1;2439
A13      ;ID;/                                           ;Edge      ;183;51+  ;M;1;2439
A11      ;BR;/security                                   ;Edge      ;367;31-50;F;1;2439
IOS16_0  ;VE;/apis/onSite/pGateway/introduction          ;Edge      ;117;18-30;M;0;2439
MI10_15  ;CH;/apis/cloud/liveVisualization/security      ;Edge      ;1109;51+  ;M;1;2439
IOS14_7  ;GE;/apis/cloud/statusIndicators/specification  ;Edge      ;507;51+  ;M;0;2439
IOS15_2  ;CZ;/                                           ;Edge      ;727;18-30;M;1;2439
IOS14_7  ;HR;/                                           ;Edge      ;224;31-50;F;1;2439
IOS15_6  ;FI;/apis/cloud/liveVisualization/introduction  ;Edge      ;546;31-50;M;1;2439
A8_1_0   ;DE;/                                           ;Firefox   ;628;31-50;M;1;2439
MI10_13  ;IO;/                                           ;Firefox   ;218;18-30;F;0;2439
IOS15_5  ;FI;/apis/onSite/pGateway/hardware              ;Firefox   ;344;51+  ;F;0;2439
IOS15_3_1;ZA;/getting-started                            ;Firefox   ;220;51+  ;F;1;2439
IOS15_3  ;US;/                                           ;Firefox   ;339;31-50;F;1;2439
IOS15_4_1;TR;/                                           ;Firefox   ;476;31-50;F;1;2439
A8_1_0   ;EE;/                                           ;Firefox   ;114;51+  ;F;1;2439
MI10_14  ;ZW;/apis/onSite/pGateway/introduction          ;Firefox   ;998;31-50;F;1;2439
A11      ;MY;/                                           ;Firefox   ;901;18-30;M;1;2439
A12      ;AR;/apis/cloud/robot/security                  ;Firefox   ;941;18-30;F;0;2439
IOS15_6  ;ES;/apis/cloud/robot/introduction              ;Firefox   ;155;51+  ;M;0;2439
W7       ;IE;/getting-started                            ;Firefox   ;775;18-30;F;0;2439
IOS14_7  ;MA;/apis/onSite/pGateway/specification         ;Firefox   ;1009;31-50;M;1;2439
IOS15_5  ;BG;/apis/cloud/statusIndicators/specification  ;Firefox   ;714;18-30;M;1;2439
IOS15_5  ;BG;/                                           ;Firefox   ;669;18-30;M;1;2439
IOS15_4_1;EE;/                                           ;Firefox   ;536;31-50;F;1;2439
W10      ;KR;/apis/onSite/pGateway/hardware              ;Firefox   ;655;31-50;F;1;2439
IOS11_0  ;MY;/                                           ;Firefox   ;260;51+  ;M;1;2439
IOS15_6_1;CN;/apis/cloud/maintenanceInformation/introduct;Firefox   ;343;31-50;M;0;2439
W7       ;PK;/security                                   ;Firefox   ;212;18-30;F;0;2439
LX       ;NO;/getting-started                            ;Firefox   ;485;18-30;F;0;2439
IOS14_6  ;RO;/apis/cloud/robot/introduction              ;Firefox   ;499;31-50;M;1;2439
IOS11_0  ;SK;/                                           ;Firefox   ;295;51+  ;F;0;2439
A13      ;LT;/apis/cloud/liveVisualization/specification ;Firefox   ;308;18-30;F;1;2439
LX       ;SG;/                                           ;Firefox   ;349;31-50;M;0;2439
IOS11_0  ;MY;/apis/onSite/pGateway/hardware              ;Firefox   ;362;31-50;F;0;2439
IOS15_6  ;IR;/                                           ;Firefox   ;466;31-50;M;1;2439
IOS15_4_1;EG;/                                           ;Firefox   ;468;51+  ;F;1;2439
MI10_13  ;PT;/apis/onSite/pGateway/security              ;Firefox   ;333;31-50;F;0;2439
IOS15_2  ;RO;/news                                       ;Firefox   ;1141;18-30;M;1;2439
LX       ;VE;/apis/onSite/pGateway/specification         ;Firefox   ;347;51+  ;F;0;2439
A10      ;EG;/apis/onSite/pGateway/security              ;Firefox   ;376;51+  ;M;0;2439
W8_1     ;JP;/apis/cloud/liveVisualization/introduction  ;Firefox   ;369;18-30;F;1;2439
A8_0_0   ;BA;/apis/cloud/maintenanceInformation/introduct;Firefox   ;835;51+  ;F;1;2439
IOS15_6  ;FR;/legal-notice                               ;Firefox   ;602;18-30;F;1;2439
IOS15_2  ;FR;/apis/onSite/pGateway/introduction          ;Firefox   ;339;51+  ;M;1;2439
MI10_14  ;UA;/security                                   ;Firefox   ;817;51+  ;M;0;2439
MI10_15  ;MY;/apis/cloud/statusIndicators/introduction   ;Firefox   ;414;18-30;F;1;2439
A6       ;FI;/security                                   ;Firefox   ;264;18-30;F;1;2439
IOS15_7  ;IE;/apis/cloud/statusIndicators/introduction   ;Firefox   ;309;51+  ;F;0;2439
W10      ;HK;/                                           ;Firefox   ;1212;51+  ;M;1;2439
IOS15_5  ;BA;/packages                                   ;Firefox   ;562;51+  ;M;0;2439
IOS14_6  ;HR;/apis/onSite/pGateway/security              ;Firefox   ;211;31-50;F;1;2439
IOS8_3   ;MT;/news                                       ;Firefox   ;473;18-30;M;0;2439
IOS15_6  ;BA;/apis/cloud/maintenanceInformation/introduct;Firefox   ;518;31-50;M;1;2439
A9       ;SG;/                                           ;Firefox   ;410;51+  ;M;0;2439
A8_1_0   ;PL;/legal-notice                               ;Firefox   ;476;18-30;M;0;2439
IOS15_5  ;GE;/apis/cloud/liveVisualization/introduction  ;Firefox   ;200;51+  ;M;0;2439
IOS13_2_3;GB;/sdk/mobile/myport/introduction             ;Firefox   ;434;31-50;M;1;2439
A6       ;HK;/apis/onSite/pGateway/specification         ;Firefox   ;541;51+  ;M;1;2439
A6       ;CN;/news                                       ;Firefox   ;370;51+  ;F;0;2439
IOS15_3_1;RO;/apis/cloud/statusIndicators/security       ;Firefox   ;227;18-30;F;1;2439
IOS14_7  ;ZA;/apis/cloud/maintenanceInformation/specifica;Firefox   ;342;51+  ;F;1;2439
A11      ;BG;/                                           ;Firefox   ;310;51+  ;F;0;2439
IOS16_0  ;HR;/news                                       ;Firefox   ;372;18-30;F;1;2439
A9       ;GR;/apis/cloud/liveVisualization/specification ;Firefox   ;636;51+  ;F;0;2439
IOS15_5  ;KR;/                                           ;Firefox   ;230;18-30;F;1;2439
A6       ;KR;/apis/cloud/robot/introduction              ;Firefox   ;270;51+  ;F;1;2439
IOS8_3   ;SE;/apis/cloud/maintenanceInformation/security ;Firefox   ;253;18-30;M;0;2439
A12      ;VE;/                                           ;Firefox   ;687;18-30;M;0;2439
IOS14_6  ;LT;/                                           ;Firefox   ;1143;51+  ;F;0;2439
LX       ;MA;/packages                                   ;Firefox   ;484;18-30;M;0;2439
IOS15_6  ;VE;/apis/cloud/liveVisualization/specification ;Firefox   ;341;51+  ;M;0;2439
IOS14_7_1;EG;/apis/cloud/liveVisualization/specification ;Firefox   ;591;51+  ;F;1;2439
IOS14_7_1;MT;/                                           ;Firefox   ;1229;31-50;F;0;2439
A13      ;VN;/                                           ;Firefox   ;321;31-50;M;0;2439
IOS15_3_1;IO;/apis/onSite/pGateway/introduction          ;Firefox   ;269;31-50;M;1;2439
MI10_13  ;IO;/terms-conditions                           ;Firefox   ;439;18-30;M;1;2439
IOS8_3   ;IO;/apis/cloud/statusIndicators/security       ;Firefox   ;198;18-30;F;1;2439
MI10_15  ;ID;/apis/cloud/liveVisualization/specification ;Firefox   ;259;51+  ;M;1;2439
IOS15_4  ;FR;/apis/cloud/statusIndicators/specification  ;Firefox   ;1262;51+  ;M;0;2439
IOS8_3   ;EE;/apis/cloud/maintenanceInformation/security ;Firefox   ;534;18-30;M;0;2439
IOS13_2_3;PK;/apis/cloud/statusIndicators/specification  ;Firefox   ;826;51+  ;M;1;2439
A11      ;DE;/                                           ;Firefox   ;685;51+  ;M;1;2439
IOS15_4_1;BH;/news                                       ;Firefox   ;380;18-30;M;1;2439
A9       ;MX;/apis/onSite/pGateway/introduction          ;Firefox   ;471;51+  ;M;1;2439
MI10_13  ;PL;/                                           ;Firefox   ;317;18-30;F;1;2439
IOS15_7  ;SE;/apis/cloud/robot/introduction              ;Firefox   ;305;51+  ;M;0;2439
MI10_13  ;HR;/apis/cloud/liveVisualization/security      ;Firefox   ;226;51+  ;F;1;2439
A13      ;AE;/security                                   ;Opera     ;346;31-50;M;0;2439
IOS15_5  ;AE;/search                                     ;Opera     ;315;18-30;M;0;2439
A10      ;UA;/                                           ;Opera     ;293;51+  ;F;0;2439
IOS15_3_1;KR;/                                           ;Opera     ;370;31-50;F;1;2439
A6       ;TH;/                                           ;Opera     ;273;31-50;M;0;2439
W10      ;EG;/getting-started                            ;Opera     ;243;31-50;F;0;2439
IOS15_4_1;US;/packages                                   ;Opera     ;292;18-30;F;0;2439
A6       ;CN;/                                           ;Opera     ;248;18-30;M;0;2439
MI10_14  ;US;/                                           ;Opera     ;211;31-50;M;1;2439
A10      ;RS;/apis/cloud/liveVisualization/security      ;Opera     ;414;18-30;F;1;2439
A10      ;CH;/apis/cloud/liveVisualization/introduction  ;Opera     ;259;18-30;F;1;2439
IOS15_5  ;NZ;/                                           ;Opera     ;189;31-50;F;0;2439
W8_1     ;BG;/apis/cloud/liveVisualization/specification ;Opera     ;362;31-50;M;0;2439
W8_1     ;BG;/apis/cloud/statusIndicators/specification  ;Opera     ;362;31-50;M;0;2439
W8_1     ;PT;/news                                       ;Opera     ;356;31-50;F;1;2439
IOS15_6  ;MA;/apis/cloud/statusIndicators/introduction   ;Opera     ;661;31-50;F;1;2439
A8_1_0   ;LT;/                                           ;Opera     ;1190;31-50;M;1;2439
LX       ;NO;/apis/cloud/statusIndicators/introduction   ;Opera     ;480;51+  ;F;1;2439
IOS15_4_1;TH;/news                                       ;Opera     ;317;51+  ;M;0;2439
A11      ;ZW;/                                           ;Opera     ;638;31-50;M;1;2439
MI10_13  ;VE;/                                           ;Opera     ;529;51+  ;F;1;2439
A11      ;NP;/apis/cloud/robot/introduction              ;Opera     ;856;51+  ;F;0;2439
W10      ;AU;/apis/onSite/pGateway/security              ;Opera     ;296;18-30;M;0;2439
IOS15_2  ;HR;/apis/cloud/liveVisualization/introduction  ;Opera     ;217;18-30;M;1;2439
A13      ;ES;/                                           ;Opera     ;316;31-50;M;1;2439
W10      ;RS;/apis/cloud/liveVisualization/specification ;Opera     ;491;31-50;M;0;2439
IOS14_6  ;HU;/privacy-policy                             ;Opera     ;309;51+  ;F;0;2439
IOS11_0  ;DK;/                                           ;Opera     ;209;51+  ;M;1;2439
IOS15_5  ;IR;/apis/cloud/robot/introduction              ;Opera     ;324;51+  ;F;1;2439
A10      ;VN;/                                           ;Opera     ;423;51+  ;M;0;2439
IOS15_3  ;MT;/                                           ;Opera     ;327;51+  ;F;0;2439
IOS15_6_1;BE;/apis/cloud/maintenanceInformation/security ;Opera     ;237;51+  ;M;1;2439
IOS15_2  ;EE;/news                                       ;Opera     ;810;51+  ;M;1;2439
A12      ;LT;/apis/cloud/robot/usage                     ;Opera     ;174;18-30;M;1;2439
IOS13_2_3;US;/apis/cloud/robot/specification             ;Opera     ;556;18-30;F;1;2439
IOS15_2  ;SE;/apis/cloud/robot/usage                     ;Opera     ;372;31-50;F;1;2439
IOS8_3   ;US;/                                           ;Opera     ;462;51+  ;F;1;2439
IOS15_4_1;IT;/security                                   ;Opera     ;168;18-30;M;0;2439
A9       ;AT;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Opera     ;280;31-50;F;0;2439
MI10_13  ;AE;/cookie-policy                              ;Opera     ;286;18-30;M;0;2439
A12      ;ZA;/news                                       ;Opera     ;325;51+  ;M;0;2439
IOS15_6  ;SE;/apis/cloud/maintenanceInformation/specifica;Opera     ;554;18-30;F;1;2439
A13      ;EE;/                                           ;Opera     ;743;51+  ;M;1;2439
MI10_14  ;SK;/apis/cloud/robot/specification             ;Opera     ;744;18-30;M;1;2439
A6       ;RS;/apis/onSite/pGateway/introduction          ;Opera     ;405;31-50;F;1;2439
IOS16_0  ;CN;/                                           ;Opera     ;309;51+  ;F;1;2439
IOS15_6  ;BG;/legal-notice                               ;Opera     ;435;31-50;M;1;2439
IOS15_6  ;AT;/                                           ;Opera     ;317;31-50;M;1;2439
LX       ;NO;/apis/cloud/maintenanceInformation/introduct;Opera     ;317;18-30;M;0;2439
IOS13_2_3;TR;/                                           ;Opera     ;395;51+  ;F;1;2439
IOS15_3  ;HK;/                                           ;Opera     ;349;31-50;F;1;2439
IOS15_6  ;JP;/apis/cloud/statusIndicators/introduction   ;Opera     ;395;31-50;M;1;2439
W8_1     ;HK;/                                           ;Opera     ;547;51+  ;M;1;2439
IOS15_6_1;FI;/apis/onSite/pGateway/hardware              ;Opera     ;751;31-50;F;1;2439
IOS15_2  ;NP;/                                           ;Opera     ;251;51+  ;F;1;2439
IOS15_2  ;ZA;/                                           ;Opera     ;201;51+  ;M;1;2439
A12      ;BH;/apis/onSite/pGateway/hardware              ;Opera     ;154;31-50;F;0;2439
W8_1     ;HR;/apis/cloud/maintenanceInformation/introduct;Opera     ;742;18-30;M;1;2439
A10      ;BR;/packages                                   ;Opera     ;251;18-30;F;0;2439
IOS15_6  ;PK;/                                           ;Opera     ;485;31-50;F;0;2439
A13      ;RU;/                                           ;Opera     ;341;51+  ;F;0;2439
W7       ;GR;/apis/cloud/liveVisualization/security      ;Opera     ;952;18-30;F;0;2439
MI10_13  ;IE;/apis/cloud/maintenanceInformation/specifica;Opera     ;391;18-30;M;0;2439
A11      ;PT;/apis/cloud/statusIndicators/introduction   ;Opera     ;713;18-30;F;0;2439
A6       ;NL;/apis/cloud/maintenanceInformation/introduct;Opera     ;331;18-30;F;1;2439
IOS11_0  ;EE;/apis/onSite/pGateway/specification         ;Opera     ;374;31-50;M;1;2439
IOS15_3_1;TR;/sdk/mobile/myport/specification            ;Opera     ;521;18-30;M;0;2439
IOS8_3   ;MT;/                                           ;Opera     ;394;31-50;F;0;2439
IOS15_3_1;TR;/sdk/mobile/myport/introduction             ;Safari    ;255;51+  ;M;0;2439
IOS16_0  ;HK;/apis/cloud/maintenanceInformation/introduct;Safari    ;529;51+  ;M;0;2439
IOS15_6_1;NO;/terms-conditions                           ;Safari    ;253;51+  ;F;0;2439
IOS11_0  ;SG;/apis/onSite/pGateway/deployment            ;Safari    ;507;51+  ;F;0;2439
IOS15_7  ;SK;/apis/cloud/maintenanceInformation/specifica;Safari    ;1062;31-50;M;1;2439
W8_1     ;EG;/apis/onSite/pGateway/deployment            ;Safari    ;286;51+  ;F;1;2439
IOS15_3  ;GB;/sdk/mobile/myport/specification            ;Safari    ;606;51+  ;M;0;2439
A13      ;CH;/apis/cloud/robot/usage                     ;Safari    ;523;51+  ;M;0;2439
IOS15_2  ;EG;/getting-started                            ;Safari    ;810;18-30;M;1;2439
A10      ;IR;/apis/cloud/liveVisualization/introduction  ;Safari    ;732;18-30;M;1;2439
W7       ;RU;/                                           ;Safari    ;318;51+  ;M;1;2439
IOS15_4  ;AE;/apis/cloud/robot/specification             ;Safari    ;229;31-50;F;0;2439
IOS15_4  ;MY;/apis/cloud/liveVisualization/specification ;Safari    ;372;18-30;F;0;2439
IOS15_4  ;MY;/                                           ;Safari    ;327;18-30;F;0;2439
IOS14_7  ;BH;/                                           ;Safari    ;224;51+  ;F;0;2439
W8_1     ;IT;/                                           ;Safari    ;792;51+  ;M;1;2439
A10      ;US;/apis/cloud/liveVisualization/introduction  ;Safari    ;569;18-30;F;1;2439
IOS13_2_3;AE;/                                           ;Safari    ;137;51+  ;M;1;2439
A9       ;BH;/apis/cloud/robot/usage                     ;Safari    ;377;51+  ;M;0;2439
IOS15_7  ;AE;/apis/cloud/statusIndicators/specification  ;Safari    ;483;51+  ;F;0;2439
IOS11_0  ;AT;/packages                                   ;Safari    ;250;18-30;F;0;2439
A8_1_0   ;CZ;/sdk/mobile/myport/specification            ;Safari    ;304;18-30;M;0;2439
A12      ;IE;/packages                                   ;Safari    ;429;31-50;M;0;2439
IOS15_6_1;FR;/apis/cloud/statusIndicators/security       ;Safari    ;232;18-30;M;0;2439
W8_1     ;CH;/news                                       ;Safari    ;639;51+  ;M;1;2439
IOS15_6_1;AT;/                                           ;Safari    ;250;31-50;M;0;2439
IOS15_3  ;HU;/terms-conditions                           ;Safari    ;387;31-50;F;0;2439
IOS16_0  ;NO;/news                                       ;Safari    ;355;31-50;F;1;2439
MI10_15  ;GR;/                                           ;Safari    ;462;51+  ;M;1;2439
IOS15_4  ;HK;/apis/onSite/pGateway/specification         ;Safari    ;379;31-50;M;0;2439
IOS15_5  ;RO;/                                           ;Safari    ;265;51+  ;M;1;2439
A6       ;CH;/terms-conditions                           ;Safari    ;567;18-30;M;1;2439
A12      ;FI;/apis/onSite/pGateway/introduction          ;Safari    ;409;18-30;M;1;2439
A12      ;FI;/packages                                   ;Safari    ;272;18-30;F;0;2439
A12      ;DK;/                                           ;Safari    ;201;18-30;M;0;2439
IOS15_6_1;BR;/                                           ;Safari    ;417;18-30;F;0;2439
IOS16_0  ;BA;/                                           ;Safari    ;207;18-30;F;1;2439
IOS15_3_1;BA;/apis/cloud/statusIndicators/specification  ;Safari    ;433;51+  ;M;0;2439
IOS15_4  ;BR;/                                           ;Safari    ;565;18-30;F;0;2439
IOS16_0  ;RU;/getting-started                            ;Safari    ;378;31-50;M;0;2439
A9       ;NZ;/apis/cloud/maintenanceInformation/specifica;Safari    ;477;51+  ;F;1;2439
A13      ;IE;/                                           ;Safari    ;464;18-30;F;0;2439
A13      ;NO;/apis/onSite/pGateway/introduction          ;Safari    ;851;51+  ;M;1;2439
IOS15_3_1;IE;/                                           ;Safari    ;323;18-30;M;1;2439
W8_1     ;CN;/legal-notice                               ;Safari    ;483;18-30;M;1;2439
IOS14_7_1;US;/privacy-policy                             ;Safari    ;460;51+  ;F;0;2439
IOS15_6_1;MA;/                                           ;Safari    ;332;18-30;F;1;2439
A8_0_0   ;VE;/news                                       ;Safari    ;299;31-50;F;0;2439
A9       ;EG;/apis/cloud/statusIndicators/specification  ;Safari    ;216;51+  ;F;1;2439
IOS15_6_1;MY;/apis/cloud/liveVisualization/security      ;Safari    ;1216;51+  ;F;0;2439
MI10_15  ;ZA;/                                           ;Safari    ;391;51+  ;F;0;2439
IOS15_5  ;ES;/apis/cloud/robot/introduction              ;Safari    ;287;18-30;M;1;2439
MI10_13  ;BE;/apis/cloud/robot/introduction              ;Safari    ;232;51+  ;M;0;2439
IOS15_2  ;CH;/apis/onSite/pGateway/introduction          ;Safari    ;357;51+  ;F;0;2439
IOS15_5  ;BE;/apis/cloud/maintenanceInformation/introduct;Safari    ;222;51+  ;F;1;2439
MI10_14  ;DK;/packages                                   ;Safari    ;648;31-50;F;0;2439
A6       ;DK;/apis/cloud/liveVisualization/introduction  ;Safari    ;1252;18-30;M;0;2439
A9       ;UA;/packages                                   ;Safari    ;352;18-30;M;0;2439
MI10_14  ;ID;/                                           ;Safari    ;263;31-50;F;1;2439
A13      ;CR;/apis/onSite/pGateway/hardware              ;Safari    ;368;31-50;F;1;2439
A8_0_0   ;AT;/                                           ;Safari    ;121;31-50;M;1;2439
IOS13_2_3;IT;/packages                                   ;Safari    ;797;31-50;F;1;2439
IOS11_0  ;NO;/apis/cloud/statusIndicators/specification  ;Safari    ;350;51+  ;F;1;2439
LX       ;AT;/apis/cloud/liveVisualization/specification ;Safari    ;1043;31-50;M;1;2439
A6       ;TH;/search                                     ;Safari    ;448;51+  ;F;1;2439
A9       ;LT;/                                           ;Safari    ;319;18-30;M;0;2439
A8_0_0   ;AU;/apis/cloud/robot/specification             ;Safari    ;1667;51+  ;F;1;2439
W8_1     ;CZ;/apis/cloud/liveVisualization/security      ;Safari    ;867;18-30;F;0;2439
A12      ;NZ;/apis/cloud/liveVisualization/specification ;Safari    ;321;18-30;F;1;2439
A8_1_0   ;FI;/sdk/mobile/myport/specification            ;Safari    ;415;18-30;M;0;2439
IOS14_6  ;MX;/                                           ;Safari    ;526;18-30;F;1;2439
IOS14_7_1;BH;/news                                       ;Safari    ;649;51+  ;M;1;2439
IOS15_4_1;RO;/                                           ;Safari    ;352;31-50;M;1;2439
MI10_14  ;SK;/apis/cloud/robot/introduction              ;Safari    ;174;31-50;F;0;2439
IOS14_7  ;MX;/apis/cloud/maintenanceInformation/specifica;Safari    ;261;51+  ;F;1;2439
A8_1_0   ;ZW;/apis/cloud/maintenanceInformation/introduct;Safari    ;201;18-30;F;1;2439
IOS15_4  ;NL;/search                                     ;Safari    ;220;18-30;M;0;2439
LX       ;ZA;/apis/onSite/pGateway/introduction          ;Safari    ;157;18-30;F;0;2439
A10      ;ZA;/                                           ;Safari    ;491;31-50;M;1;2439
IOS8_3   ;IT;/                                           ;Safari    ;126;31-50;F;1;2439
IOS15_3  ;IT;/apis/cloud/robot/specification             ;Safari    ;343;51+  ;F;0;2439
IOS14_6  ;IR;/packages                                   ;Safari    ;262;31-50;F;0;2439
A11      ;SK;/apis/cloud/robot/introduction              ;Safari    ;552;18-30;F;0;2439
IOS13_2_3;SG;/                                           ;Safari    ;428;18-30;F;0;2439
A12      ;PL;/apis/cloud/liveVisualization/introduction  ;Safari    ;263;51+  ;F;1;2439
IOS15_7  ;IE;/packages                                   ;Safari    ;419;31-50;M;0;2439
A12      ;DK;/packages                                   ;Safari    ;486;31-50;F;0;2439
IOS15_2  ;ZW;/                                           ;Safari    ;449;51+  ;F;0;2439
IOS11_0  ;RU;/                                           ;Safari    ;421;18-30;M;0;2439
IOS15_3_1;SK;/                                           ;Safari    ;412;18-30;F;0;2439
IOS15_4  ;LT;/apis/cloud/maintenanceInformation/introduct;Safari    ;363;51+  ;F;0;2439
W8_1     ;EG;/apis/cloud/statusIndicators/specification  ;Chrome    ;404;51+  ;M;0;2440
A6       ;NP;/packages                                   ;Edge      ;410;51+  ;F;0;2440
IOS14_7_1;ES;/                                           ;Edge      ;763;31-50;F;1;2440
W7       ;LT;/apis/onSite/pGateway/specification         ;Firefox   ;809;31-50;M;0;2440
A13      ;EE;/apis/cloud/robot/specification             ;Opera     ;788;51+  ;M;1;2440
IOS15_6_1;NZ;/packages                                   ;Opera     ;367;31-50;M;1;2440
IOS15_3_1;MX;/                                           ;Opera     ;841;18-30;F;1;2440
IOS15_2  ;NL;/apis/cloud/robot/introduction              ;Safari    ;424;31-50;F;0;2440
A8_1_0   ;CZ;/apis/cloud/statusIndicators/introduction   ;Safari    ;274;18-30;M;0;2440
IOS14_6  ;NZ;/                                           ;Safari    ;167;18-30;F;1;2440
IOS11_0  ;GB;/apis/cloud/statusIndicators/introduction   ;Safari    ;358;51+  ;M;1;2440
MI10_14  ;BH;/                                           ;Safari    ;462;51+  ;F;0;2440
IOS15_3_1;IO;/packages                                   ;Safari    ;602;31-50;M;1;2440
A12      ;IT;/                                           ;Chrome    ;967;51+  ;M;1;2441
IOS8_3   ;TH;/apis/cloud/robot/introduction              ;Chrome    ;468;51+  ;F;0;2441
IOS11_0  ;HK;/                                           ;Chrome    ;357;18-30;M;1;2441
IOS14_7  ;BR;/getting-started                            ;Chrome    ;348;51+  ;F;1;2441
IOS14_7  ;MA;/apis/cloud/maintenanceInformation/specifica;Chrome    ;426;31-50;M;0;2441
W10      ;NO;/                                           ;Chrome    ;337;18-30;M;0;2441
A12      ;TH;/apis/cloud/maintenanceInformation/specifica;Chrome    ;305;31-50;F;1;2441
IOS15_4  ;BG;/apis/cloud/maintenanceInformation/specifica;Chrome    ;468;18-30;M;1;2441
W8_1     ;FI;/news                                       ;Chrome    ;274;18-30;F;0;2441
IOS11_0  ;NL;/                                           ;Chrome    ;332;31-50;M;0;2441
A10      ;SE;/security                                   ;Chrome    ;532;51+  ;M;1;2441
IOS15_3_1;PL;/                                           ;Chrome    ;234;18-30;F;0;2441
IOS13_2_3;GB;/getting-started                            ;Edge      ;537;31-50;F;0;2441
IOS14_6  ;MT;/                                           ;Edge      ;269;31-50;M;1;2441
IOS15_7  ;IE;/news                                       ;Edge      ;474;51+  ;F;1;2441
